CD14	CD23	CD3	CD19	Event	Population
228	258	217	258	16779	5
227	297	238	304	16780	5
190	183	289	311	16781	5
358	462	405	548	16782	3
68	143	612	240	16783	8
217	302	278	317	16784	9
258	268	341	325	16785	9
128	30	188	23	16786	1
199	280	243	265	16787	5
96	425	81	539	16788	2
605	248	134	271	16789	7
231	277	247	0	16790	4
118	0	605	286	16791	8
52	107	580	204	16792	8
234	325	200	266	16793	5
138	174	534	130	16794	8
247	268	235	309	16795	5
219	297	249	202	16796	4
221	314	285	211	16797	4
124	86	606	256	16798	8
230	356	267	328	16799	9
31	143	392	191	16800	8
98	201	588	268	16801	8
89	208	204	169	16802	1
232	307	326	308	16803	9
66	218	578	295	16804	8
192	272	162	203	16805	4
189	155	529	236	16806	8
187	328	301	158	16807	4
81	327	240	235	16808	5
109	180	589	212	16809	8
185	273	302	304	16810	5
50	5	329	260	16811	1
232	286	259	252	16812	5
0	127	641	339	16813	8
105	128	544	247	16814	8
133	172	182	77	16815	1
210	281	295	238	16816	4
131	201	575	290	16817	8
222	267	148	199	16818	4
202	266	563	293	16819	8
333	434	370	368	16820	9
120	93	436	51	16821	8
94	214	554	247	16822	8
67	195	178	507	16823	5
0	574	193	453	16824	2
268	399	331	347	16825	9
158	184	589	268	16826	8
61	90	420	198	16827	8
124	130	554	290	16828	8
658	297	291	356	16829	7
145	175	200	84	16830	1
206	339	277	270	16831	9
240	34	285	256	16832	1
230	289	243	321	16833	5
228	313	299	277	16834	9
255	310	274	335	16835	9
336	378	264	236	16836	9
160	236	266	255	16837	5
282	249	314	150	16838	4
110	108	550	294	16839	8
96	134	550	199	16840	8
0	587	183	436	16841	2
256	279	201	290	16842	5
333	305	176	243	16843	9
225	290	294	236	16844	4
147	142	569	264	16845	8
627	497	438	363	16846	10
225	321	265	202	16847	4
205	246	294	300	16848	5
150	0	524	253	16849	8
57	171	532	168	16850	8
146	192	262	306	16851	5
147	230	574	257	16852	8
277	284	272	244	16853	9
260	297	314	344	16854	9
240	171	276	145	16855	4
397	464	608	454	16856	3
41	58	558	235	16857	8
611	184	185	58	16858	7
137	143	609	248	16859	8
66	485	25	504	16860	2
315	268	306	280	16861	9
137	0	93	109	16862	1
248	260	350	219	16863	4
257	309	262	239	16864	9
601	608	492	474	16865	10
115	267	234	197	16866	4
266	312	360	278	16867	9
253	249	312	310	16868	9
220	243	573	215	16869	8
143	0	166	152	16870	1
176	204	305	252	16871	5
217	100	602	247	16872	8
755	826	762	602	16873	10
644	656	524	514	16874	10
283	303	328	326	16875	9
122	160	164	151	16876	1
111	109	365	99	16877	1
295	331	333	255	16878	9
176	295	281	158	16879	4
163	24	175	462	16880	5
256	307	282	235	16881	9
162	152	159	165	16882	1
185	215	533	235	16883	8
97	375	148	372	16884	2
155	169	633	311	16885	8
237	253	309	259	16886	5
239	285	429	258	16887	9
513	717	693	468	16888	10
256	382	362	241	16889	9
225	240	278	28	16890	4
134	64	519	230	16891	8
158	251	254	243	16892	5
30	217	628	282	16893	8
681	0	242	299	16894	7
543	168	245	263	16895	7
232	264	268	281	16896	5
147	97	636	297	16897	8
320	334	562	245	16898	9
523	541	428	405	16899	10
193	272	310	272	16900	5
137	66	112	260	16901	1
118	235	121	531	16902	2
147	121	286	268	16903	5
225	360	316	301	16904	9
256	270	316	268	16905	9
134	113	535	247	16906	8
136	198	181	188	16907	1
155	173	562	308	16908	8
139	247	217	278	16909	5
3	60	513	214	16910	8
217	166	179	149	16911	1
200	289	280	143	16912	4
184	220	112	148	16913	1
548	98	197	247	16914	7
175	292	263	269	16915	5
87	154	110	450	16916	5
174	275	261	153	16917	4
237	228	303	276	16918	5
145	38	187	211	16919	1
638	305	279	285	16920	7
100	31	601	238	16921	8
51	184	489	215	16922	8
213	294	278	153	16923	4
219	326	290	279	16924	9
227	276	262	177	16925	4
156	233	525	96	16926	8
223	228	543	239	16927	8
247	258	227	276	16928	5
173	158	201	165	16929	1
0	20	611	193	16930	8
76	190	140	205	16931	1
17	136	197	211	16932	1
246	338	232	294	16933	9
72	141	531	161	16934	8
182	293	82	552	16935	2
178	283	243	273	16936	5
125	135	560	276	16937	8
100	614	150	490	16938	2
465	521	495	606	16939	3
83	234	0	549	16940	2
254	257	242	275	16941	5
159	7	573	281	16942	8
119	255	245	510	16943	5
210	218	258	244	16944	5
110	179	564	242	16945	8
230	216	274	284	16946	5
658	413	408	528	16947	10
137	240	207	146	16948	4
110	62	552	133	16949	8
311	278	323	268	16950	9
160	216	212	216	16951	5
195	297	250	236	16952	4
102	214	454	133	16953	8
253	374	329	362	16954	9
216	236	195	251	16955	5
215	261	264	311	16956	5
16	98	584	247	16957	8
97	0	533	201	16958	8
95	256	491	182	16959	8
209	268	312	254	16960	5
94	40	603	186	16961	8
257	338	203	210	16962	4
78	0	598	215	16963	8
174	166	239	301	16964	5
630	39	284	295	16965	7
129	179	561	292	16966	8
274	290	254	243	16967	9
180	170	271	349	16968	5
119	176	116	283	16969	1
407	453	395	386	16970	3
114	167	267	279	16971	5
189	219	257	249	16972	5
241	436	339	286	16973	9
227	247	601	256	16974	8
653	200	239	230	16975	7
161	679	209	497	16976	2
248	330	298	317	16977	9
67	191	572	189	16978	8
246	317	320	6	16979	4
162	132	581	257	16980	8
137	328	201	180	16981	4
180	228	323	292	16982	5
170	44	621	318	16983	8
41	104	569	264	16984	8
237	252	318	194	16985	4
455	281	272	280	16986	7
234	257	582	202	16987	8
228	254	273	146	16988	4
608	211	247	270	16989	7
109	264	268	227	16990	5
138	92	620	226	16991	8
242	296	334	250	16992	9
153	247	145	201	16993	5
627	222	226	344	16994	7
383	312	294	165	16995	9
261	217	322	277	16996	5
193	292	326	318	16997	9
100	235	239	155	16998	1
225	293	328	317	16999	9
629	203	199	225	17000	7
29	107	576	298	17001	8
155	198	535	295	17002	8
113	199	575	277	17003	8
0	176	565	241	17004	8
136	144	555	195	17005	8
452	510	467	547	17006	3
282	255	247	245	17007	4
133	116	488	194	17008	8
176	255	538	241	17009	8
99	651	33	474	17010	2
121	143	546	292	17011	8
131	24	617	359	17012	8
233	288	315	305	17013	9
272	235	347	349	17014	9
76	0	507	199	17015	8
181	317	267	282	17016	5
154	95	219	282	17017	1
167	272	257	290	17018	5
188	138	149	233	17019	1
178	325	260	361	17020	5
117	0	546	48	17021	8
641	203	263	249	17022	7
172	245	560	215	17023	8
147	0	537	232	17024	8
106	113	85	466	17025	5
128	0	202	86	17026	1
199	326	281	261	17027	9
157	701	0	518	17028	2
150	381	183	494	17029	2
180	350	362	231	17030	9
39	150	544	258	17031	8
105	220	141	179	17032	1
72	216	340	254	17033	5
101	249	76	181	17034	1
90	129	549	243	17035	8
212	319	207	331	17036	5
635	328	377	235	17037	7
50	245	70	184	17038	1
231	291	261	256	17039	5
97	180	364	132	17040	4
101	104	555	242	17041	8
150	174	179	314	17042	5
212	137	205	142	17043	1
177	258	274	184	17044	4
96	0	625	284	17045	8
75	125	567	223	17046	8
160	113	136	114	17047	1
6	272	24	540	17048	2
317	356	313	256	17049	9
176	278	219	240	17050	5
215	250	284	258	17051	5
221	258	207	263	17052	5
499	671	540	417	17053	10
243	145	288	298	17054	5
259	350	277	305	17055	9
180	284	290	252	17056	5
252	298	288	145	17057	4
215	313	327	261	17058	9
165	29	525	249	17059	8
134	224	540	327	17060	8
552	431	420	411	17061	10
136	38	522	203	17062	8
340	350	346	346	17063	9
262	235	277	272	17064	5
645	447	477	387	17065	10
17	416	32	466	17066	2
172	297	306	313	17067	5
591	156	266	299	17068	7
198	290	285	258	17069	5
101	193	481	40	17070	8
36	131	525	233	17071	8
377	451	418	581	17072	3
111	158	114	389	17073	5
124	127	583	260	17074	8
152	311	329	253	17075	5
107	228	623	295	17076	8
273	358	361	257	17077	9
69	178	495	244	17078	8
232	268	313	304	17079	9
135	127	531	123	17080	8
209	215	305	302	17081	5
137	118	556	273	17082	8
210	271	232	88	17083	4
0	59	175	36	17084	1
157	134	573	267	17085	8
60	201	539	179	17086	8
222	336	246	326	17087	9
104	214	356	91	17088	4
197	229	202	180	17089	4
195	253	497	272	17090	8
130	192	178	222	17091	1
159	268	278	252	17092	5
259	275	307	281	17093	9
264	295	292	267	17094	9
305	370	242	283	17095	9
158	0	543	207	17096	8
240	310	301	256	17097	9
183	312	238	266	17098	5
150	256	289	240	17099	5
232	302	295	213	17100	4
203	279	236	295	17101	5
122	96	114	210	17102	1
239	323	342	235	17103	9
255	146	303	279	17104	5
226	315	208	276	17105	5
165	321	287	251	17106	5
164	172	158	0	17107	1
597	161	158	227	17108	7
175	0	579	301	17109	8
125	219	270	238	17110	5
158	105	468	245	17111	8
126	161	559	115	17112	8
144	81	474	248	17113	8
127	73	518	5	17114	8
0	390	227	462	17115	2
118	75	499	200	17116	8
266	395	342	345	17117	9
108	186	515	230	17118	8
221	302	309	254	17119	9
18	184	648	146	17120	8
153	248	204	260	17121	5
178	258	193	288	17122	5
221	173	266	116	17123	4
71	108	542	105	17124	8
0	151	541	101	17125	8
135	146	356	251	17126	5
169	217	601	293	17127	8
238	289	224	307	17128	5
219	178	264	164	17129	4
144	140	551	195	17130	8
236	306	266	233	17131	4
232	350	264	206	17132	4
269	257	287	266	17133	9
149	691	0	517	17134	2
152	123	489	247	17135	8
190	316	256	143	17136	4
41	94	551	285	17137	8
288	337	408	270	17138	9
162	146	378	260	17139	5
136	56	499	277	17140	8
125	156	517	89	17141	8
242	0	103	86	17142	1
178	297	280	267	17143	5
259	294	273	198	17144	4
97	121	144	20	17145	1
99	229	146	35	17146	1
575	346	272	20	17147	7
153	254	309	252	17148	5
491	274	260	271	17149	7
265	60	457	258	17150	8
519	633	467	435	17151	10
459	505	370	370	17152	10
122	182	418	154	17153	8
44	0	562	251	17154	8
87	178	581	266	17155	8
65	160	156	233	17156	1
186	211	644	358	17157	8
120	173	532	140	17158	8
533	665	509	386	17159	10
661	96	178	245	17160	7
245	327	204	328	17161	9
55	73	589	217	17162	8
39	63	551	192	17163	8
118	35	585	312	17164	8
275	292	178	131	17165	4
164	0	489	211	17166	8
102	178	503	215	17167	8
524	653	612	409	17168	10
178	270	165	444	17169	5
157	280	569	318	17170	8
547	112	249	369	17171	7
162	154	612	244	17172	8
206	280	286	265	17173	5
76	84	535	11	17174	8
130	226	236	214	17175	5
135	234	202	46	17176	1
70	31	52	19	17177	1
101	119	483	108	17178	8
200	363	308	242	17179	9
427	485	428	559	17180	3
248	227	295	332	17181	5
80	126	588	251	17182	8
143	64	370	207	17183	8
153	134	601	198	17184	8
132	202	218	134	17185	1
168	240	247	275	17186	5
161	318	295	273	17187	5
269	334	245	206	17188	4
100	122	608	327	17189	8
89	126	635	333	17190	8
10	150	534	272	17191	8
75	68	596	259	17192	8
617	218	328	367	17193	7
413	478	412	588	17194	3
356	686	529	508	17195	10
126	257	597	313	17196	8
161	72	556	234	17197	8
253	247	305	273	17198	9
300	450	523	556	17199	3
102	60	533	279	17200	8
227	287	302	286	17201	9
311	256	285	341	17202	9
218	276	230	301	17203	5
230	365	265	283	17204	9
583	157	258	310	17205	7
120	200	525	216	17206	8
201	311	295	276	17207	9
246	265	373	217	17208	4
462	473	376	350	17209	10
230	201	263	251	17210	5
245	317	286	181	17211	4
210	340	288	250	17212	9
123	174	545	205	17213	8
69	176	527	130	17214	8
149	295	263	288	17215	5
107	80	584	288	17216	8
150	205	598	294	17217	8
223	334	257	292	17218	9
43	24	588	279	17219	8
136	84	498	82	17220	8
421	476	484	355	17221	10
0	466	94	477	17222	2
269	301	326	264	17223	9
170	176	546	138	17224	8
269	363	288	271	17225	9
593	278	238	236	17226	7
121	282	599	264	17227	8
221	195	289	180	17228	4
19	89	444	130	17229	8
175	74	562	270	17230	8
235	267	306	278	17231	9
541	687	568	445	17232	10
197	286	293	222	17233	4
164	173	504	90	17234	8
143	163	564	263	17235	8
229	252	337	264	17236	9
145	90	164	149	17237	1
536	47	238	226	17238	7
249	275	282	271	17239	9
209	285	293	255	17240	5
145	291	298	233	17241	5
146	242	591	259	17242	8
144	154	558	145	17243	8
270	287	218	184	17244	4
71	119	546	215	17245	8
241	248	221	205	17246	4
100	183	587	253	17247	8
197	310	252	196	17248	4
173	294	234	252	17249	5
422	411	564	285	17250	10
121	197	515	177	17251	8
194	284	265	313	17252	5
140	0	358	131	17253	1
132	224	522	148	17254	8
91	229	248	210	17255	5
623	162	279	317	17256	7
177	31	582	280	17257	8
38	66	586	194	17258	8
147	272	302	254	17259	5
218	182	272	297	17260	5
169	251	242	264	17261	5
273	336	309	309	17262	9
65	191	204	47	17263	1
158	92	440	75	17264	8
706	162	309	331	17265	7
589	0	282	186	17266	7
95	274	287	258	17267	5
64	0	567	278	17268	8
95	187	605	312	17269	8
138	198	135	196	17270	1
257	188	326	223	17271	4
106	82	569	281	17272	8
429	466	415	605	17273	3
264	220	231	181	17274	4
109	117	531	231	17275	8
348	324	269	205	17276	9
124	147	574	303	17277	8
156	262	450	100	17278	4
98	206	236	254	17279	5
73	180	507	220	17280	8
185	218	264	257	17281	5
52	133	499	125	17282	8
166	252	192	220	17283	5
161	84	507	135	17284	8
183	290	281	236	17285	4
167	180	427	157	17286	8
174	262	291	313	17287	5
482	682	634	423	17288	10
105	115	525	279	17289	8
126	203	244	152	17290	1
71	132	330	160	17291	1
82	108	507	205	17292	8
222	353	438	309	17293	9
162	253	600	232	17294	8
91	186	209	218	17295	1
126	131	564	216	17296	8
240	274	211	256	17297	5
69	81	623	301	17298	8
161	502	129	545	17299	2
244	261	278	320	17300	5
359	280	276	223	17301	9
205	280	228	282	17302	5
284	300	284	285	17303	9
102	378	19	293	17304	2
262	326	294	255	17305	9
118	123	566	198	17306	8
149	221	594	234	17307	8
216	301	308	192	17308	4
525	677	482	396	17309	10
252	280	332	320	17310	9
281	334	345	360	17311	9
0	507	53	479	17312	2
0	39	586	250	17313	8
248	286	263	289	17314	9
203	265	267	281	17315	5
138	38	533	267	17316	8
115	247	617	209	17317	8
236	269	243	225	17318	4
91	169	518	87	17319	8
254	323	604	357	17320	8
177	191	548	235	17321	8
109	98	615	308	17322	8
89	88	506	243	17323	8
271	331	278	331	17324	9
111	281	269	238	17325	5
95	205	118	361	17326	5
0	478	57	520	17327	2
124	0	590	285	17328	8
184	175	530	338	17329	8
59	27	87	139	17330	1
269	333	312	311	17331	9
99	136	373	232	17332	8
249	203	211	234	17333	5
130	196	526	310	17334	8
198	308	304	224	17335	4
103	74	544	248	17336	8
144	0	348	263	17337	1
89	751	218	465	17338	2
218	268	315	258	17339	5
99	184	93	0	17340	1
102	0	520	268	17341	8
156	0	615	343	17342	8
249	329	239	242	17343	9
214	311	461	260	17344	9
225	217	291	229	17345	4
20	159	533	244	17346	8
143	134	159	182	17347	1
118	239	566	243	17348	8
639	234	236	269	17349	7
286	197	265	269	17350	5
174	305	543	236	17351	8
68	90	562	189	17352	8
216	316	255	181	17353	4
51	658	32	491	17354	2
283	209	306	225	17355	4
203	309	275	293	17356	5
328	450	371	376	17357	9
120	173	579	277	17358	8
117	114	409	285	17359	8
111	0	90	193	17360	1
14	97	633	326	17361	8
79	90	305	173	17362	1
230	264	233	308	17363	5
133	236	585	225	17364	8
612	282	314	296	17365	7
258	277	323	213	17366	4
133	97	519	127	17367	8
255	282	252	282	17368	9
118	243	603	227	17369	8
548	577	409	399	17370	10
198	194	42	221	17371	1
88	154	576	204	17372	8
98	150	568	182	17373	8
92	13	614	228	17374	8
515	328	248	72	17375	7
274	284	287	286	17376	9
119	2	493	133	17377	8
219	283	304	306	17378	9
199	300	289	242	17379	4
177	281	177	253	17380	5
194	323	283	273	17381	9
231	315	265	252	17382	9
113	153	385	194	17383	8
125	240	551	185	17384	8
68	21	504	167	17385	8
201	211	552	259	17386	8
101	143	602	366	17387	8
201	285	261	235	17388	4
233	260	253	235	17389	4
521	303	155	298	17390	7
236	264	255	143	17391	4
27	157	548	174	17392	8
144	225	577	269	17393	8
143	132	107	120	17394	1
71	109	80	539	17395	5
100	171	505	209	17396	8
165	126	561	179	17397	8
201	270	231	144	17398	4
232	259	281	296	17399	5
104	178	576	252	17400	8
231	300	257	305	17401	9
190	271	256	221	17402	4
79	0	533	279	17403	8
98	187	220	532	17404	5
151	172	604	319	17405	8
161	5	597	272	17406	8
197	146	518	216	17407	8
6	628	19	473	17408	2
125	168	516	198	17409	8
114	204	279	241	17410	5
181	252	274	238	17411	5
175	310	250	327	17412	5
149	144	604	303	17413	8
238	239	235	259	17414	5
191	270	288	244	17415	5
333	358	325	279	17416	9
175	319	291	266	17417	5
282	276	314	341	17418	9
157	111	183	279	17419	1
180	182	249	304	17420	5
166	204	249	255	17421	5
206	285	322	329	17422	9
168	297	278	201	17423	4
111	139	525	133	17424	8
164	35	505	276	17425	8
224	94	573	99	17426	8
217	330	316	278	17427	9
184	338	267	250	17428	5
281	258	260	220	17429	4
258	199	261	251	17430	5
226	193	574	251	17431	8
109	76	559	245	17432	8
205	320	241	321	17433	5
178	277	296	94	17434	4
271	329	280	229	17435	9
0	124	516	232	17436	8
234	318	310	353	17437	9
102	217	72	386	17438	5
65	317	219	484	17439	2
49	0	407	228	17440	8
294	367	371	234	17441	9
653	0	192	134	17442	7
445	494	618	231	17443	10
86	182	537	331	17444	8
665	204	281	227	17445	7
205	264	526	242	17446	8
153	146	540	192	17447	8
164	201	269	278	17448	5
87	184	592	307	17449	8
258	349	260	268	17450	9
20	136	159	103	17451	1
66	385	44	513	17452	2
155	112	608	271	17453	8
208	340	350	205	17454	4
184	194	512	210	17455	8
116	162	550	241	17456	8
106	154	215	184	17457	1
154	302	349	326	17458	5
293	322	273	225	17459	9
126	165	613	243	17460	8
0	161	532	205	17461	8
116	106	571	243	17462	8
245	260	249	287	17463	5
181	63	571	321	17464	8
35	76	461	208	17465	8
107	148	202	0	17466	1
214	259	304	138	17467	4
353	221	274	194	17468	4
125	137	139	214	17469	1
125	0	556	322	17470	8
115	61	154	32	17471	1
194	324	272	237	17472	4
230	241	270	286	17473	5
111	134	488	290	17474	8
454	476	604	371	17475	10
108	37	156	29	17476	1
136	195	129	209	17477	1
227	230	267	274	17478	5
308	277	237	169	17479	4
90	214	552	172	17480	8
164	63	537	297	17481	8
124	262	535	195	17482	8
95	109	537	17	17483	8
281	349	311	268	17484	9
135	294	287	181	17485	4
276	297	260	226	17486	4
72	0	557	276	17487	8
151	97	595	288	17488	8
228	291	294	229	17489	4
180	155	142	209	17490	1
207	305	295	252	17491	9
226	240	293	304	17492	5
63	217	669	293	17493	8
234	298	312	211	17494	4
111	256	158	154	17495	1
105	119	492	219	17496	8
179	275	264	252	17497	5
129	243	377	0	17498	4
125	208	548	230	17499	8
180	218	203	51	17500	1
0	637	17	493	17501	2
102	118	100	96	17502	1
670	279	244	168	17503	7
244	255	248	224	17504	4
44	106	572	226	17505	8
155	132	583	177	17506	8
0	546	168	476	17507	2
68	83	560	163	17508	8
273	340	362	312	17509	9
335	359	366	314	17510	9
112	226	587	139	17511	8
192	302	303	244	17512	4
346	304	292	279	17513	9
471	479	375	349	17514	10
35	616	133	513	17515	2
99	136	399	182	17516	8
261	239	282	203	17517	4
297	298	240	135	17518	4
103	77	585	274	17519	8
272	245	268	237	17520	4
212	138	501	245	17521	8
173	248	541	169	17522	8
157	170	276	220	17523	5
226	321	298	171	17524	4
120	265	620	234	17525	8
181	152	119	155	17526	1
184	332	270	276	17527	5
182	107	604	257	17528	8
67	122	536	235	17529	8
257	303	275	286	17530	9
238	564	208	421	17531	2
167	278	158	292	17532	5
214	237	297	269	17533	5
126	250	195	507	17534	5
107	108	190	53	17535	1
230	256	305	310	17536	5
110	27	555	177	17537	8
364	442	410	395	17538	3
46	217	531	273	17539	8
179	229	97	222	17540	1
460	500	657	420	17541	10
211	320	289	268	17542	9
127	0	556	209	17543	8
322	293	186	260	17544	9
139	204	495	172	17545	8
583	14	193	229	17546	7
201	183	255	180	17547	4
232	218	268	116	17548	4
113	294	283	272	17549	5
151	197	333	0	17550	4
85	128	518	183	17551	8
221	253	295	277	17552	5
71	430	0	524	17553	2
56	112	600	257	17554	8
220	119	518	266	17555	8
108	143	323	41	17556	1
545	120	126	244	17557	7
205	244	586	299	17558	8
161	174	376	142	17559	4
118	107	542	211	17560	8
0	181	112	236	17561	1
198	130	519	174	17562	8
170	159	169	202	17563	1
93	208	470	272	17564	8
221	284	571	225	17565	8
64	502	0	549	17566	2
123	16	563	232	17567	8
157	271	235	307	17568	5
122	108	341	223	17569	1
308	387	373	304	17570	9
157	193	274	75	17571	1
122	262	255	186	17572	4
436	324	239	159	17573	9
737	140	298	320	17574	7
102	201	377	178	17575	4
241	316	279	294	17576	9
325	324	352	226	17577	9
115	0	359	195	17578	1
211	453	237	610	17579	2
161	144	631	217	17580	8
118	172	567	262	17581	8
126	201	581	214	17582	8
0	58	568	316	17583	8
105	101	593	285	17584	8
216	328	267	314	17585	9
110	352	243	117	17586	4
58	12	522	143	17587	8
165	81	497	111	17588	8
54	224	226	200	17589	1
138	109	554	155	17590	8
38	214	574	269	17591	8
148	226	105	396	17592	5
117	103	586	238	17593	8
189	255	228	249	17594	5
114	66	575	259	17595	8
220	229	208	159	17596	4
259	310	318	211	17597	4
238	258	268	288	17598	5
186	148	389	136	17599	4
132	250	586	270	17600	8
153	264	216	236	17601	5
138	34	567	65	17602	8
200	280	247	240	17603	5
224	298	303	293	17604	9
243	348	205	265	17605	9
104	0	577	242	17606	8
0	154	561	286	17607	8
190	320	174	183	17608	4
85	299	553	204	17609	8
197	375	255	272	17610	9
67	88	588	251	17611	8
106	183	626	298	17612	8
149	0	556	203	17613	8
150	149	548	238	17614	8
48	54	572	227	17615	8
192	174	533	249	17616	8
123	148	567	303	17617	8
199	250	209	267	17618	5
117	197	552	312	17619	8
185	290	282	324	17620	5
268	313	254	233	17621	9
74	52	621	272	17622	8
90	278	601	254	17623	8
135	139	494	298	17624	8
211	303	280	312	17625	9
63	145	550	240	17626	8
227	297	203	311	17627	5
190	154	539	296	17628	8
138	174	648	293	17629	8
115	427	59	515	17630	2
128	215	286	178	17631	4
205	0	554	214	17632	8
86	49	568	261	17633	8
142	118	563	285	17634	8
535	671	546	398	17635	10
0	0	532	168	17636	8
59	117	549	201	17637	8
256	249	298	306	17638	9
168	202	123	212	17639	1
183	318	213	216	17640	4
264	291	310	241	17641	9
218	277	236	188	17642	4
655	147	308	90	17643	7
0	560	119	517	17644	2
239	273	280	326	17645	9
110	669	150	551	17646	2
79	38	186	104	17647	1
261	280	307	249	17648	9
167	79	639	202	17649	8
200	178	504	257	17650	8
634	485	535	378	17651	10
138	148	199	150	17652	1
206	232	282	272	17653	5
262	337	242	266	17654	9
305	367	333	328	17655	9
225	278	268	215	17656	4
163	302	121	523	17657	2
95	108	645	287	17658	8
191	309	287	127	17659	4
168	82	556	281	17660	8
67	121	613	287	17661	8
31	84	402	47	17662	8
289	242	304	284	17663	9
0	170	582	292	17664	8
0	161	580	225	17665	8
136	11	524	300	17666	8
403	465	409	544	17667	3
119	131	119	218	17668	1
180	184	532	162	17669	8
156	283	242	277	17670	5
282	335	325	341	17671	9
240	301	272	212	17672	4
542	699	628	400	17673	10
112	142	490	270	17674	8
240	262	214	248	17675	5
208	333	193	243	17676	5
175	276	554	156	17677	8
196	244	258	514	17678	5
215	313	302	203	17679	4
219	306	297	333	17680	9
246	137	275	287	17681	5
130	105	546	192	17682	8
269	328	417	286	17683	9
481	515	369	446	17684	3
309	395	305	185	17685	9
125	136	609	163	17686	8
235	431	289	305	17687	9
36	181	598	165	17688	8
141	232	491	221	17689	8
182	221	270	244	17690	5
147	245	553	153	17691	8
203	176	311	256	17692	5
138	449	143	267	17693	5
659	195	197	289	17694	7
31	35	395	223	17695	8
189	6	604	298	17696	8
296	317	358	328	17697	9
162	520	483	425	17698	3
197	305	282	283	17699	5
190	262	317	350	17700	5
144	193	525	192	17701	8
67	167	606	261	17702	8
34	9	466	225	17703	8
244	204	245	236	17704	5
49	71	378	214	17705	8
213	181	274	333	17706	5
0	246	97	169	17707	1
140	228	543	272	17708	8
142	247	267	281	17709	5
321	361	546	303	17710	9
220	323	294	317	17711	9
118	85	513	203	17712	8
607	245	282	260	17713	7
150	206	278	254	17714	5
66	11	510	322	17715	8
237	280	309	292	17716	9
68	632	0	482	17717	2
651	163	252	205	17718	7
64	340	254	227	17719	5
201	154	245	119	17720	1
661	199	277	259	17721	7
192	298	211	268	17722	5
80	167	529	221	17723	8
102	223	228	211	17724	5
208	311	270	201	17725	4
119	129	569	252	17726	8
223	83	299	313	17727	5
134	248	550	224	17728	8
132	142	554	249	17729	8
140	89	574	192	17730	8
224	273	277	332	17731	5
208	269	204	313	17732	5
132	184	181	186	17733	1
268	317	233	282	17734	9
161	61	182	230	17735	1
214	322	270	274	17736	9
86	115	601	293	17737	8
92	0	511	214	17738	8
170	132	516	287	17739	8
311	395	315	262	17740	9
330	150	243	210	17741	4
45	212	533	135	17742	8
107	248	224	313	17743	5
100	0	601	145	17744	8
219	291	330	294	17745	9
154	276	211	199	17746	4
178	322	288	337	17747	5
84	210	291	249	17748	5
140	172	409	203	17749	8
117	172	449	172	17750	8
124	190	517	152	17751	8
342	385	297	299	17752	9
63	0	528	191	17753	8
20	165	188	153	17754	1
561	433	492	213	17755	10
137	299	245	326	17756	5
260	135	268	254	17757	5
222	370	352	306	17758	9
321	364	376	359	17759	9
34	141	528	249	17760	8
97	43	580	219	17761	8
123	189	562	273	17762	8
120	321	324	263	17763	5
209	96	544	236	17764	8
193	260	556	215	17765	8
214	242	246	347	17766	5
248	280	282	248	17767	9
149	226	565	269	17768	8
20	174	506	194	17769	8
256	199	266	259	17770	5
0	185	537	220	17771	8
102	98	595	305	17772	8
211	228	568	280	17773	8
156	183	626	210	17774	8
158	157	532	336	17775	8
143	228	327	304	17776	5
218	297	277	252	17777	5
442	575	488	377	17778	10
150	288	296	247	17779	5
201	274	277	257	17780	5
126	178	579	223	17781	8
236	222	257	269	17782	5
122	54	585	223	17783	8
126	112	387	232	17784	8
255	306	355	264	17785	9
177	339	252	343	17786	5
85	0	587	310	17787	8
237	240	286	266	17788	5
194	125	511	253	17789	8
30	156	124	122	17790	1
275	319	309	271	17791	9
246	368	280	278	17792	9
149	147	591	178	17793	8
218	299	230	106	17794	4
41	131	526	219	17795	8
86	155	481	196	17796	8
301	280	333	361	17797	9
664	697	575	533	17798	10
222	321	166	62	17799	4
194	310	241	249	17800	5
118	45	570	146	17801	8
196	329	232	253	17802	5
66	640	125	501	17803	2
99	164	457	268	17804	8
575	142	249	201	17805	7
446	212	207	334	17806	7
228	209	571	280	17807	8
271	280	273	300	17808	9
72	169	568	238	17809	8
208	170	636	239	17810	8
240	309	260	266	17811	9
123	238	189	49	17812	1
68	171	532	243	17813	8
511	327	359	257	17814	7
224	281	234	289	17815	5
314	296	323	306	17816	9
81	119	362	219	17817	8
341	429	477	360	17818	3
242	263	221	243	17819	5
33	0	427	207	17820	8
64	165	561	252	17821	8
62	211	590	245	17822	8
215	307	307	288	17823	9
250	278	246	279	17824	5
149	182	652	265	17825	8
127	179	619	230	17826	8
176	103	20	137	17827	1
186	158	265	229	17828	5
145	30	84	202	17829	1
112	130	352	153	17830	1
220	240	250	153	17831	4
311	293	288	275	17832	9
214	334	327	219	17833	4
100	67	523	230	17834	8
141	255	262	226	17835	5
83	112	581	263	17836	8
163	130	464	87	17837	8
157	105	543	182	17838	8
497	281	155	147	17839	7
70	109	578	306	17840	8
268	314	260	270	17841	9
128	108	600	216	17842	8
11	71	41	452	17843	1
100	210	534	272	17844	8
260	188	310	249	17845	5
265	450	517	306	17846	9
141	193	26	239	17847	1
65	62	622	247	17848	8
85	194	570	250	17849	8
160	220	237	185	17850	4
231	288	309	259	17851	9
293	385	465	308	17852	9
13	141	555	286	17853	8
